id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
14779,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Formal,Arrow Men Stripes Green Shirts
6023,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,UCB Men's Johny Collar With Two Tone Green T-shirt
41979,Boys,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Gini and Jony Boys Around The World Grey T-shirt
26053,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,John Miller Men Striped Blue Shirt
39855,Boys,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Gini and Jony Boys Printed Black T-Shirt
27545,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Scullers Men Check Black Shirt
8557,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Basics Men Grey T-shirt
31093,Boys,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Gini and Jony Boys White Shirt
1994,Women,Apparel,Topwear,Tshirts,Yellow,Fall,2010.0,Sports,Puma Women's Powergirls T-shirt
3131,Men,Apparel,Topwear,Tshirts,Brown,Fall,2010.0,Casual,DUSG Men's Periyar Cotton Melange T-shirt
45943,Women,Apparel,Topwear,Tops,Green,Summer,2012.0,Casual,Mumbai Slang Women Green Top
27546,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Scullers Men Check Black Shirt
2703,Girls,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,Disney Kids Girl's Check Pink Kidswear
42232,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Sepia Women Blue Top
35986,Women,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Flying Machine Women Cotton Purple T-shirt
7832,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Proline Men Yellow Printed T-shirt
31303,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,John Miller Men Purple Shirt
2714,Boys,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Disney Kids Boy's Red Goofy Surf Kidswear
13929,Men,Apparel,Topwear,Shirts,Beige,Summer,2011.0,Casual,United Colors of Benetton Men Solid Beige Shirts
8040,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Fila Men's Crew Neck Reglan Sleeve White Blue Red T-shirt
15008,Men,Apparel,Topwear,Jackets,White,Fall,2011.0,Sports,ADIDAS Men White Jacket
32918,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Status Quo Men Printed Blue T-shirt
11479,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,United Colors of Benetton Women Light Winter Purple Tops
22598,Women,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Sports,Nike Women Purple T-shirt
15015,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Sports,ADIDAS Men Printed Black Sweatshirts
15183,Men,Apparel,Topwear,Sweaters,Blue,Fall,2011.0,Casual,Arrow Sport Men Check Blue Sweaters
52140,Women,Apparel,Topwear,Tshirts,Charcoal,Summer,2012.0,Casual,Femella Women Charcoal Grey Polo T-Shirt
15348,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Nike Men Special Edition 3 Star Polo Black Tshirts
5848,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Sports,Puma Men's Summer Graphic Grey T-shirt
17256,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,U.S. Polo Assn. Men Printed Green Tshirt
27895,Women,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Scullers For Her Check Green Shirt
40674,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Lee Women Blue Top
32967,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Angry Birds Men Printed Grey T-shirt
6934,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Tantra Men's Mistakes White T-shirt
16027,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Highlander Men Check Blue Shirt
26952,Women,Apparel,Topwear,Tops,Green,Summer,2012.0,Casual,Jealous 21 Women Green Top
34371,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Myntra Men Black JJ & Sons T-shirt
26288,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Proline Men Grey T-shirt with Printed Detail
43693,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Doodle Boys Printed White T-shirt
7596,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Sports,Nike Men's As Nike Rpeat T-Shirt
24266,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Quiksilver Men Red T-shirt
11169,Men,Apparel,Topwear,Sweaters,Green,Fall,2011.0,Casual,Scullers Men Stripes Green Sweaters
6303,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,UCB Women's Epaulettes Sleeve Black T-shirt
7903,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Proline Men Navy Printed Round Neck T-shirt
24567,Women,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Lee Women Crownjewel Purple T-Shirt
6902,Women,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Tantra Women's Road Signs Purple T-shirt
38628,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Nike Men Yellow Coaster T-shirt
11038,Women,Apparel,Topwear,Tops,Brown,Fall,2011.0,Casual,Jealous 21 Women Check Brown Tops
33237,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Arrow Men Blue Striped Shirt
9458,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Formal,John Miller Men Red white Red Shirts
3440,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Delhi Daredevils Mens Fan Tee
7495,Women,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Sports,Nike Women's Nike Spher Purple T-shirt
38482,Girls,Apparel,Topwear,Tops,Yellow,Summer,2012.0,Casual,Gini and Jony Girls Milan Yellow Tops
16196,Men,Apparel,Topwear,Jackets,Red,Fall,2011.0,Sports,Puma Men Heroes Red Jackets
48429,Men,Apparel,Topwear,Tshirts,Beige,Summer,2012.0,Casual,French Connection Men Beige & Black Striped T-shirt
57158,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Elle Women Pink T-shirt
48409,Men,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,French Connection Men Orange & Grey T-shirt
16909,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Casual,Status Quo Men Solid Grey Sweatshirt
2838,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Mr.Men Men's Mr.Happy Blue T-shirt
4259,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Inkfruit Men's Uni Grey T-shirt
40496,Women,Apparel,Topwear,Tops,Olive,Fall,2012.0,Casual,Femella Women Olive Spaghetti Top
16358,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Peter England Men Stripes White Shirt
23210,Women,Apparel,Topwear,Tops,Brown,Fall,2011.0,Ethnic,Aneri Women Sequin Brown Top
53114,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Myntra Men Grey T-shirt
43501,Men,Apparel,Topwear,Tshirts,Grey Melange,Summer,2012.0,Casual,French Connection Men Grey Melange T-shirt
5086,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Wrangler Men's Bullrider Striper Polo Black T-shirt
46351,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Locomotive Men White Shirt
33593,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Wrangler Men Summer Throwdown White T-shirt
20191,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Wrangler Men Grey Polo T-shirt
18646,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,United Colors of Benetton Men Stripes Purple Shirt
34247,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Proline Men Blue T-shirt with Printed Detail
1909,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,Nike Mens Classic Sportswear T-shirt
4330,Unisex,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Tantra Kid's Unisex Caution Blue Kidswear
33065,Men,Apparel,Topwear,Shirts,Brown,Summer,2012.0,Casual,U.S. Polo Assn. Denim Co. Men Brown Check Shirt
9982,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,Nike Men Blue Polo T-shirt
33968,Women,Apparel,Topwear,Shirts,Gold,Summer,2012.0,Casual,Femella Women Gold Shirt
8804,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Scul White Gingham Red Shirt
20377,Women,Apparel,Topwear,Jackets,Pink,Fall,2011.0,Casual,Urban Yoga Women Solid Pink Jacket
58015,Women,Apparel,Topwear,Tops,White,Fall,2012.0,Casual,Latin Quarters Women Pink Printed Top
18716,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,Arrow Woman Shanna Black Top
28645,Women,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Sports,Nike Women Bleach Black T-shirt
34353,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Myntra Men Blue Diet Extreme T-shirt
9832,Women,Apparel,Topwear,Tshirts,Orange,Fall,2011.0,Casual,Little Miss Women Printed Rust T-shirt
9071,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men Solid White Shirts
13936,Women,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,United Colors of Benetton Women Printed Red Shirts
7961,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,Puma Men's Graphic Mood Indigo Navy T-shirt
4390,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Free Authority Men's Retro Music White T-shirt
30597,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Sports,Nike Men Reversible Red T-shirt
10665,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Doodle Boy Extream Racer Black Tshirts
15470,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Puma Men Ferrari Logo Red Tshirts
36239,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,W Women Dark Pink Top
44690,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Wills Lifestyle Women Multi Coloured Top
16033,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Highlander Men Check Red Shirt
9423,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,John Miller Men Blue stripe Black Shirts
20318,Men,Apparel,Topwear,Shirts,Maroon,Summer,2011.0,Casual,Mother Earth Men Solid Maroon Shirt
19593,Women,Apparel,Topwear,Tops,Brown,Fall,2011.0,Casual,United Colors of Benetton Women Printed Brown Top
57427,Women,Apparel,Topwear,Tshirts,Green,Summer,2015.0,Casual,Angry Birds Women Green T-shirt
3707,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Classic Polo Men's Purple Black & Cream Stripe T-shirt
14916,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Mr. Men Men Be Happy White Tshirts
26266,Men,Apparel,Topwear,Tshirts,Brown,Summer,2012.0,Casual,Proline Men Brown Polo T-Shirt
28807,Men,Apparel,Topwear,Shirts,Brown,Summer,2012.0,Casual,Denizen Men Check Brown Shirt
7026,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Classic Polo Men's Combo Pack of 2 Purple Seaweed Green T-shirt
24091,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Manchester United Men Navy Blue Striped T-shirt
11436,Women,Apparel,Topwear,Tshirts,Peach,Fall,2011.0,Casual,United Colors of Benetton Women Light Winter Peach T-shirt
40132,Boys,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Gini and Jony Boys Authentic Red Shirt
27151,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Mark Taylor Men Striped Blue Shirt
4955,Men,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Gini and Jony Boy's Kaiser Red Blue Kidswear
4747,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Sports,ADIDAS Men's Green Polo T-shirt
14322,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Sports,ADIDAS Men Solid Black Jackets
49659,Women,Apparel,Topwear,Tops,Green,Summer,2012.0,Casual,Mineral Women Green Top
8477,Women,Apparel,Topwear,Jackets,Blue,Fall,2011.0,Casual,Forever New Women Washed Blue Jacket
3751,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Status Quo Men's Ticket To Win Blue T-shirt
17904,Men,Apparel,Topwear,Jackets,Navy Blue,Fall,2011.0,Sports,Nike Men Football Soccer Navy Blue Jacket
33186,Women,Apparel,Topwear,Tops,Purple,Summer,2012.0,Casual,Sepia Women Purple Top
28620,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Sports,Nike Men Blue T-shirt
14748,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Arrow Men Solid White Shirts
8200,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Locomotive Men Solid Lander Black T-Shirts
59105,Men,Apparel,Topwear,Rain Jacket,Blue,Fall,2012.0,Casual,Just Natural Men Navy Blue Rain Jacket
16422,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Levi's Men Printed Red Tshirts
19581,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,United Colors of Benetton Men Printed White Tshirt
43698,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Doodle Boys Printed Yellow T-shirt
8435,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Jealous 21 Women Edie Purple Top
26231,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Proline Men Yellow Printed T-shirt
32641,Women,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Sports,Nike Women Orange Striped Polo T-shirt
4396,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Free Authority Men's Foil Washed Grey T-shirt
7641,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Puma Men's Slogan White T-shirt
48256,Boys,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,The Amazing Spiderman Boys Navy Blue T-shirt
1757,Men,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Sports,Lotto Men Polo Slate Black Rugby T-shirt
11722,Men,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Lee Men Check Red Shirts
13497,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Chimp Men Rajni Blue Tshirts
26479,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Ferrari Black Polo T-shirt
14785,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2013.0,Formal,Arrow Men Stripes Navy Blue Shirts
18759,Women,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Arrow Woman Aiyanna Blue Shirt
15986,Men,Apparel,Topwear,Shirts,Yellow,Fall,2011.0,Casual,Turtle Check Men Yellow Shirt
46403,Men,Apparel,Topwear,Tshirts,Olive,Summer,2012.0,Casual,ADIDAS Men Olive Printed T-shirt
17246,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Stripes Navy Blue Polo Tshirt
14057,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Flying Machine Men Printed Black Polo Tshirts
16334,Men,Apparel,Topwear,Shirts,Peach,Fall,2011.0,Formal,Peter England Men Stripes Peach Shirt
5109,Women,Apparel,Topwear,Tops,Black,Summer,2011.0,Casual,Wrangler Women Long Polka White Red Top
34354,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Myntra Men Blue T-shirt
23540,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,Classic Polo Men Black Sweatshirt
18989,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,ADIDAS Originals Men AC Grp Blue Tshirt
36323,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Mr.Men Boys Mr. Funny Green T-shirt
13962,Women,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Jealous 21 Women Printed Pink Tops
11717,Men,Apparel,Topwear,Shirts,Yellow,Summer,2011.0,Casual,Lee Men Check Yellow Shirts
4059,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Myntra Men's I Am Tired Of Working Sky Blue T-shirt
32638,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Sports,Nike Men Epaulet UV Crew Blue T-shirt
8353,Boys,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Doodle Boy's Original Royal Classic White Kidswear
16541,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Basics Men Black Slim Fit Checked Shirt
31290,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Puma Women Striped Pink T-shirt
8852,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Mark Taylor Men Grey Striped Shirt
48082,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,French Connection Men White T-shirt
19644,Women,Apparel,Topwear,Tops,Red,Fall,2011.0,Casual,United Colors of Benetton Women Red Top
16492,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Locomotive Men Printed Blue TShirt
6552,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Sports,Nike Women Aero White Top
16529,Men,Apparel,Topwear,Shirts,Yellow,Fall,2011.0,Casual,Locomotive Men Check Yellow Shirt
21578,Women,Apparel,Topwear,Tshirts,Green,Winter,2012.0,Casual,Roxy Women Green Garden T-Shirt
6910,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Tantra Women's Rupee White T-shirt
54937,Women,Apparel,Topwear,Tshirts,Beige,Summer,2012.0,Casual,Do u speak green Women Beige T-shirt
14508,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Sports,ADIDAS Men Solid Navy Blue Jerseys
11103,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Indigo Nation Men Stripes Blue Shirts
8017,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Fila Men's Round Neck Black White T-shirt
2683,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Inkfruit Men's Red And Black T-shirt
33964,Women,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Femella Women Black Shirt
3942,Women,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Jealous 21 Women's Purple T-shirt
11746,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Lee Men Yellow Polo T-shirt
37787,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,John Players Men Blue Striped Shirt
5755,Women,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,Jealous 21 Women Pink Graphic Top
59112,Men,Apparel,Topwear,Jackets,Olive,Summer,2012.0,Casual,Just Natural Men Olive Jacket
13157,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Puma Men Jersey Black Polo Tshirts
52030,Unisex,Apparel,Topwear,Rain Jacket,Olive,Summer,2012.0,,Just Natural Unisex Olive Rain Jacket
52078,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Myntra Men White & Blue T-shirt
5751,Women,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Jealous 21 Women's Green Angel T-shirt
26482,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Puma Men Printed Grey T-shirt
31368,Men,Apparel,Topwear,Tshirts,White,Fall,2012.0,Casual,Locomotive White T-Shirt
9669,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Checks Blue Shirts
3793,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Basics Men Blue & Yellow Striped Polo T-shirt
24561,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Lee Men Smithon Blue Shirt
32433,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,ADIDAS Men White Polo T-shirt
9425,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,John Miller Men Purple Fila-Fil Shirts
4723,Girls,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Disney Kids Girl's Jeans Blue Teen Kidswear
41303,Boys,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Boys Navy Blue Shirt
32505,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Scullers Men Black Shirt
28805,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Denizen Men Check Blue Shirt
3544,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Myntra Men's Turn me on White T-shirt
15185,Men,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,Arrow Sport Men Solid Black Sweaters
44867,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Puma Men Green Graphic Story T-shirt
12769,Women,Apparel,Topwear,Tops,Red,Fall,2011.0,Ethnic,Mother Earth Women Checks Red Shirts
9969,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Sports,Nike Men As Kobe Hunt Navy Blue T-Shirts
7756,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Indigo Nation Men Indigo Black Grey Silver T-shirt
7208,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,Jealous 21 Women's Flower Printed White Top
6001,Men,Apparel,Topwear,Shirts,Grey,Summer,2011.0,Casual,Highlander Men Grey Red Checked Slim Fit Shirt
32963,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Angry Birds Men Printed Blue T-shirt
34373,Men,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Myntra Men Orange Banana T-shirt
5791,Women,Apparel,Topwear,Tops,Blue,Summer,2011.0,Casual,Jealous 21 Women's Butterfly Blue Top
4924,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Casual,Gini and Jony Girl's Velia White Peach Infant Kidswear
7294,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Free Authority Men's Tattoo Gun Lime Yellow T-shirt
16502,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Locomotive Men Solid Navy Blue Polo TShirt
48361,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,French Connection Men Blue Shirt
31784,Women,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,Lee Women Katie Red Top
25504,Boys,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Doodle Kids Boys Soccer Blue T-Shirt
